Property_Address,City,State,Distress_Signal,Signal_Date,Owner_Name,Phone
"9959 ADLETA BLVD, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-12T13:42:59.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"12124 SCHROEDER RD, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-12T13:42:16.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"12206 DANDRIDGE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-12T12:01:18.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"12602 TRENTON DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-12T11:21:49.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"10111 DEERMONT TRL, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-12T11:21:31.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"8519 ARBORSIDE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-12T09:43:22.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"12133 HOBLITZELLE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-12T08:35:16.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"10814 MEADOWCLIFF LN, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-12T07:36:42.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"11945 HOBLITZELLE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-12T07:24:18.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9205 SKILLMAN ST, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-11T23:57:41.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9851 AUDELIA RD, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-11T18:46:46.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9601 FOREST LN, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-11T16:27:19.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9939 BURNHAM DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-11T11:25:04.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"8680 ABRAMS RD, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-11T10:31:34.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9656 FERNDALE RD, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-11T08:57:31.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9710 FOREST LN, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-11T08:11:17.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"10154 FAIRCREST DR, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-11T07:45:56.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"8526 WESTFIELD DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-11T07:12:37.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9857 AUDELIA RD, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-11T05:39:00.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9030 MARKVILLE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-10T20:14:46.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"10102 APPLE CREEK DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-10T18:50:32.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9690 FOREST LN, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-10T17:23:18.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"8201 FAIR OAKS XING, DALLAS, TX, 75231",DALLAS,TX,Code Concern - CCS,2026-07-10T17:00:38.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9387 PINYON TREE RD, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-10T12:26:06.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"10151 SHOREVIEW RD, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-10T11:37:37.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9927 CLAYMORE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-10T11:02:02.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9522 LIPTONSHIRE DR, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-10T10:30:18.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9614 HEATHERDALE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-10T10:26:12.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"13510 TI BLVD, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-10T09:39:16.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"10900 MIDDLE KNOLL DR, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-10T09:35:07.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"10118 CARIBOU TRL, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-10T09:00:52.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9850 WHITEHURST DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-10T08:53:38.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"11955 HOBLITZELLE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-10T08:46:19.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"12125 HOBLITZELLE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-10T08:41:57.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"12032 BELLAFONTE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-10T08:37:09.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9109 BRYSON DR, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-10T07:30:42.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9395 PINYON TREE RD, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-09T20:01:00.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"8206 BUNCHE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-09T16:36:59.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9637 FOREST LN, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-09T15:26:43.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9069 VANTAGE POINT DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-09T14:24:55.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"10538 FOREST LN, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-09T14:01:38.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9514 STILL CREEK LN, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-09T13:08:51.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"10105 APPLE CREEK DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-09T12:57:04.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"8901 VANTAGE POINT DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-09T12:56:19.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"13216 FALL MANOR DR, DALLAS, TX, 75243",DALLAS,TX,Single Family Rental Needs Registration - CCS,2026-07-09T12:07:55.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"11991 AUDELIA RD, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-09T11:14:18.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"11515 LEISURE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-09T11:06:20.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"PLANO RD & L B J FWY WB, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-09T10:12:17.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"8759 BOUNDBROOK AVE, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-09T09:27:29.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"10022 GLEN CANYON DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-09T08:42:04.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"8627 SKYLINE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-08T20:33:07.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"8330 GLEN REGAL DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-08T19:21:41.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9101 BRYSON DR, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-08T17:36:48.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9147 BRYSON DR, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-08T17:29:54.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"8795 WALNUT HILL LN, DALLAS, TX, 75231",DALLAS,TX,Code Concern - CCS,2026-07-08T17:03:56.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9514 ROBIN MEADOW DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-08T17:00:09.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9728 FOREST LN, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-08T16:40:47.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"10827 WALLBROOK DR, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-08T16:19:57.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9405 DOVE MEADOW DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-08T16:19:19.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9655 CHIMNEY HILL LN, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-08T15:54:43.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"10000 WALNUT ST, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-08T15:31:01.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9227 CLUB GLEN DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-08T15:15:25.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"8850 FAIR OAKS XING, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-08T13:57:37.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"12480 ABRAMS RD, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-08T13:38:52.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9222 CLOVER VALLEY DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-08T12:16:14.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"7209 CROFTON DR, DALLAS, TX, 75231",DALLAS,TX,Code Concern - CCS,2026-07-08T10:41:48.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"10540 ESTATE LN, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-08T10:41:05.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
8850 FAIR OAKS XING,DALLAS,TX,Code Concern - CCS,2026-07-08T10:26:12.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"10520 FERNDALE RD, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-08T09:52:11.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"10606 FERNDALE RD, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-08T09:51:13.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9747 WHITEHURST DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-08T09:15:28.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"9909 CARIBOU TRL, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-08T08:00:36.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"7000 MERRIMAN PKWY, DALLAS, TX, 75231",DALLAS,TX,Code Concern - CCS,2026-07-08T07:25:29.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
"8624 LOCKHAVEN DR, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-07T20:09:20.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE
