Property_Address,City,State,Distress_Signal,Signal_Date,Owner_Name,Phone
"12327 BELLAFONTE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-01T14:04:16.000,DANIEL GONZALEZ,972-932-5271
"12220 HIGH POINT CIR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-01T13:34:47.000,JESSICA ROBINSON,469-566-9201
"12116 HOBLITZELLE DR, DALLAS, TX, 75243",DALLAS,TX,Single Family Rental Needs Registration - CCS,2026-07-01T13:13:40.000,MARY YOUNG,469-300-5397
"9617 LANSHIRE DR, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-01T12:53:21.000,KAREN WILLIAMS,214-940-6639
"9900 ADLETA BLVD, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-01T12:12:15.000,DANIEL THOMPSON,469-386-3906
"10938 CACTUS LN, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-01T10:39:53.000,BETTY LOPEZ,972-284-1252
"8807 LOCKHAVEN DR, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-07-01T10:18:15.000,BARBARA MARTINEZ,469-457-2628
"9015 WINDY CREST DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-01T09:35:38.000,MATTHEW GONZALEZ,214-548-9410
"12206 DANDRIDGE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-01T08:07:28.000,PAUL DAVIS,214-802-5349
"7324 SKILLMAN ST, DALLAS, TX, 75231",DALLAS,TX,Code Concern - CCS,2026-07-01T03:23:39.000,PAUL RAMIREZ,469-305-9912
"8436 BIRCHCROFT DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-07-01T01:26:56.000,PATRICIA RAMIREZ,972-931-1716
"11934 OAK HIGHLANDS DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-30T20:58:08.000,SARAH JOHNSON,214-575-7879
"8680 ABRAMS RD, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-30T17:08:43.000,SARAH HERNANDEZ,972-216-9327
"8719 ARBOR PARK DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-30T17:07:34.000,DANIEL DAVIS,972-419-8176
"8411 ELLERY DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-30T16:51:09.000,JOSHUA THOMAS,214-226-8176
"9801 WALNUT ST, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-30T15:38:07.000,PATRICIA LOPEZ,972-694-6924
"11000 GLEN ECHO CT, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-06-30T15:37:45.000,PATRICIA WILSON,972-577-9108
"9648 BRYSON DR, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-06-30T15:34:55.000,RICHARD THOMAS,214-852-8653
"9236 CHURCH RD, DALLAS, TX, 75231",DALLAS,TX,Code Concern - CCS,2026-06-30T14:52:53.000,SUSAN SMITH,469-493-9601
"8404 GLEN REGAL DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-30T14:39:36.000,RICHARD PEREZ,972-537-7146
"8336 GLEN REGAL DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-30T14:36:56.000,MARY WALKER,972-675-6598
"9010 MARKVILLE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-30T13:04:09.000,SUSAN WILLIAMS,972-391-9552
"12517 RIALTO DR, DALLAS, TX, 75243",DALLAS,TX,Single Family Rental Needs Registration - CCS,2026-06-30T12:06:28.000,DONALD SANCHEZ,972-685-3905
"8666 ROLLING ROCK LN, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-06-30T11:45:12.000,JAMES GONZALEZ,214-778-2554
"12107 SCHROEDER RD, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-30T11:29:28.000,DAVID HARRIS,469-606-2699
"10646 CHESTERTON DR, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-06-30T11:24:09.000,MARK MILLER,469-495-5102
"13232 FALL MANOR DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-30T10:56:26.000,DONALD RAMIREZ,469-757-9444
"13332 FALL MANOR DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-30T10:55:44.000,SARAH LEWIS,214-215-1275
"9737 WHITEHURST DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-30T10:44:38.000,SANDRA MOORE,972-767-3013
"12122 HOBLITZELLE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-30T10:44:30.000,LISA ANDERSON,214-459-4330
"11927 HOBLITZELLE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-30T10:42:15.000,ANTHONY ANDERSON,214-399-2600
"9607 GREENSPRINT DR, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-06-30T08:06:08.000,SARAH THOMAS,214-395-2207
"12025 LEISURE WAY, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-30T07:20:41.000,CHARLES ANDERSON,214-283-5131
"12708 SCHROEDER RD, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-30T06:42:17.000,JAMES KING,214-229-3022
"11060 WALLBROOK DR, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-06-29T17:20:00.000,MATTHEW GONZALEZ,214-938-4549
"9169 MARKVILLE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-29T16:41:01.000,MARK ROBINSON,972-655-1132
"9530 MOSSRIDGE CIR, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-06-29T16:08:19.000,CHARLES THOMAS,469-366-7419
"8835 BOUNDBROOK AVE, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-29T15:41:19.000,DAVID WRIGHT,972-774-1436
"8803 GRAYWOOD DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-29T15:40:11.000,PATRICIA JACKSON,214-813-9915
"8850 FAIR OAKS XING, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-29T15:37:33.000,CHARLES LOPEZ,469-842-3370
"9254 FOREST LN, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-29T14:58:01.000,JESSICA WHITE,214-240-7923
"9120 SUMMER GLEN LN, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-29T14:53:58.000,WILLIAM HERNANDEZ,972-686-3239
"10053 SILVERTREE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-29T14:53:32.000,ANTHONY CLARK,214-547-3783
"SPRING BRANCH DR & WHITE ROCK TRL, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,2026-06-29T14:31:07.000,JENNIFER MOORE,972-658-4511
"9744 FOREST LN, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-29T13:19:10.000,RICHARD GARCIA,469-260-9196
"10116 WALNUT ST, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-29T13:08:21.000,SANDRA HARRIS,469-946-9895
"12427 HALLUM ST, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,2026-06-29T11:16:33.000,BETTY WILSON,469-354-1383
