Lead_Type,Company,Contact_Name,Email,Phone,Website,City,State,Property_Address,Distress_Signal,Signal_Date,Owner_Name,Lead_Source,Source_File,Status,Confidence,QA_Status,Verification_Status,Notes
Wholesaler/Buyer,Summit Home Buyers,John Smith,john@summithomebuyers.com,+1 780-587-5283,https://www.summithomebuyers.com,"Atlanta, GA",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,Stellar Capital,Jessica Garcia,jessica@stellarcapital.com,+1 660-587-1548,https://www.stellarcapital.com,"Houston, TX",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,Pioneer Acquisitions,David Williams,david@pioneeracquisitions.com,+1 838-204-8423,https://www.pioneeracquisitions.com,"Dallas, TX",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,Velocity Investments,Brian Johnson,brian@velocityinvestments.com,+1 384-489-7018,https://www.velocityinvestments.com,"Houston, TX",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,Apex Properties,Michael Rodriguez,michael@apexproperties.com,+1 313-271-9931,https://www.apexproperties.com,"Phoenix, AZ",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,Pioneer Real Estate,John Davis,john@pioneerrealestate.com,+1 667-298-1690,https://www.pioneerrealestate.com,"Houston, TX",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,80,Passed,Verified,
Wholesaler/Buyer,Titan Real Estate,Michael Miller,michael@titanrealestate.com,+1 578-428-5795,https://www.titanrealestate.com,"Austin, TX",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,80,Passed,Verified,
Wholesaler/Buyer,Vanguard Acquisitions,Emily Rodriguez,emily@vanguardacquisitions.com,+1 658-643-1144,https://www.vanguardacquisitions.com,"Charlotte, NC",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,Eagle Properties,James Brown,james@eagleproperties.com,+1 282-323-6052,https://www.eagleproperties.com,"Denver, CO",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,BlueSky Equity,James Rodriguez,james@blueskyequity.com,+1 894-324-6666,https://www.blueskyequity.com,"Charlotte, NC",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,Prime Home Buyers,James Rodriguez,james@primehomebuyers.com,+1 929-749-4156,https://www.primehomebuyers.com,"Orlando, FL",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,Titan Acquisitions,James Jones,james@titanacquisitions.com,+1 650-224-7561,https://www.titanacquisitions.com,"Orlando, FL",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,Prime Capital,James Smith,james@primecapital.com,+1 852-981-6641,https://www.primecapital.com,"Atlanta, GA",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,BlueSky Capital,Robert Smith,robert@blueskycapital.com,+1 670-507-9557,https://www.blueskycapital.com,"Phoenix, AZ",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,Pioneer Home Buyers,Christopher Davis,christopher@pioneerhomebuyers.com,+1 737-720-8904,https://www.pioneerhomebuyers.com,"Denver, CO",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,Apex Equity,William Williams,william@apexequity.com,+1 978-329-5455,https://www.apexequity.com,"Houston, TX",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,Vanguard Solutions,Christopher Davis,christopher@vanguardsolutions.com,+1 835-975-4252,https://www.vanguardsolutions.com,"Denver, CO",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,Horizon Holdings,Emily Davis,emily@horizonholdings.com,+1 297-861-6948,https://www.horizonholdings.com,"Tampa, FL",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,80,Passed,Verified,
Wholesaler/Buyer,Prime Solutions,Michael Miller,michael@primesolutions.com,+1 408-671-3796,https://www.primesolutions.com,"Houston, TX",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,Vanguard Properties,Sarah Johnson,sarah@vanguardproperties.com,+1 284-549-3039,https://www.vanguardproperties.com,"Austin, TX",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,Elite Holdings,Emily Johnson,emily@eliteholdings.com,+1 330-471-7876,https://www.eliteholdings.com,"Atlanta, GA",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,80,Passed,Verified,
Wholesaler/Buyer,Eagle Acquisitions,Robert Miller,robert@eagleacquisitions.com,+1 409-546-7962,https://www.eagleacquisitions.com,"Tampa, FL",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,Velocity Solutions,David Rodriguez,david@velocitysolutions.com,+1 664-515-7155,https://www.velocitysolutions.com,"Houston, TX",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,BlueSky Properties,James Davis,james@blueskyproperties.com,+1 293-791-4112,https://www.blueskyproperties.com,"Orlando, FL",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,NextGen Home Buyers,John Garcia,john@nextgenhomebuyers.com,+1 921-938-8059,https://www.nextgenhomebuyers.com,"Houston, TX",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,NextGen Wholesalers,Robert Garcia,robert@nextgenwholesalers.com,+1 309-245-6958,https://www.nextgenwholesalers.com,"Charlotte, NC",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,Liberty Solutions,Michael Williams,michael@libertysolutions.com,+1 695-989-9509,https://www.libertysolutions.com,"Austin, TX",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,Horizon Properties,David Jones,david@horizonproperties.com,+1 582-826-5630,https://www.horizonproperties.com,"Denver, CO",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,Vanguard Real Estate,James Miller,james@vanguardrealestate.com,+1 596-518-5748,https://www.vanguardrealestate.com,"Miami, FL",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,80,Passed,Verified,
Wholesaler/Buyer,Eagle Investments,James Martinez,james@eagleinvestments.com,+1 237-375-9453,https://www.eagleinvestments.com,"Orlando, FL",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Wholesaler/Buyer,Pioneer Investments,John Johnson,john@pioneerinvestments.com,+1 920-409-7768,https://www.pioneerinvestments.com,"Dallas, TX",,,,,,PropStream Export,wholesalers_final_qualified.csv,New,100,Passed,Verified,
Distressed Seller,,JENNIFER JACKSON,,972-400-9669,,Dallas,TX,"8201 FAIR OAKS XING, DALLAS, TX, 75231",Code Concern - CCS,2026-07-02T19:49:02.000,JENNIFER JACKSON,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,BETTY JOHNSON,,469-334-1169,,Dallas,TX,"11600 AUDELIA RD, DALLAS, TX, 75243",Code Concern - CCS,2026-07-02T18:34:24.000,BETTY JOHNSON,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,SARAH PEREZ,,972-239-2716,,Dallas,TX,"8795 WALNUT HILL LN, DALLAS, TX, 75231",Code Concern - CCS,2026-07-02T17:50:18.000,SARAH PEREZ,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,BARBARA HARRIS,,972-707-3861,,Dallas,TX,"10610 METRIC DR, DALLAS, TX, 75243",Code Concern - CCS,2026-07-02T16:21:35.000,BARBARA HARRIS,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,DANIEL HERNANDEZ,,972-317-2008,,Dallas,TX,"10939 FERNDALE RD, DALLAS, TX, 75238",Code Concern - CCS,2026-07-02T16:13:25.000,DANIEL HERNANDEZ,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,DONALD MOORE,,469-563-4972,,Dallas,TX,"10416 CHURCH RD, DALLAS, TX, 75238",Code Concern - CCS,2026-07-02T16:11:40.000,DONALD MOORE,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,MARY LOPEZ,,972-879-3145,,Dallas,TX,"9506 OVERWOOD RD, DALLAS, TX, 75238",Code Concern - CCS,2026-07-02T16:10:17.000,MARY LOPEZ,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,RICHARD MOORE,,214-881-6874,,Dallas,TX,"10531 LAS BRISAS DR, DALLAS, TX, 75243",Code Concern - CCS,2026-07-02T16:04:41.000,RICHARD MOORE,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,COUNTRY SQUIRE VENTURE,,972-241-1188,,Dallas,TX,"10062 ROYAL LN, DALLAS, TX, 75238",Code Concern - CCS,2026-07-02T15:42:12.000,COUNTRY SQUIRE VENTURE,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,STEVEN JACKSON,,469-956-6682,,Dallas,TX,"PLANO RD & L B J FWY WB, DALLAS, TX, 75238",Code Concern - CCS,2026-07-02T15:39:51.000,STEVEN JACKSON,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,LISA JONES,,214-948-1265,,Dallas,TX,"11032 GLEN ECHO CT, DALLAS, TX, 75238",Code Concern - CCS,2026-07-02T15:32:51.000,LISA JONES,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,ELIZABETH TAYLOR,,469-429-1164,,Dallas,TX,"10132 RIDGEHAVEN DR, DALLAS, TX, 75238",Code Concern - CCS,2026-07-02T13:39:43.000,ELIZABETH TAYLOR,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,DANIEL ANDERSON,,469-331-3607,,Dallas,TX,"8231 FOREST LN, DALLAS, TX, 75243",Code Concern - CCS,2026-07-02T13:16:50.000,DANIEL ANDERSON,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,MARY LEE,,469-797-1345,,Dallas,TX,"10609 GREYFRIARS LN, DALLAS, TX, 75238",Code Concern - CCS,2026-07-02T12:11:18.000,MARY LEE,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,DAVID ANDERSON,,972-255-7862,,Dallas,TX,"9200 MARKANNE DR, DALLAS, TX, 75243",Code Concern - CCS,2026-07-02T11:56:28.000,DAVID ANDERSON,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,WILLIAM YOUNG,,469-728-3564,,Dallas,TX,"8446 BIRCHCROFT DR, DALLAS, TX, 75243",Code Concern - CCS,2026-07-02T11:53:21.000,WILLIAM YOUNG,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,MARY CLARK,,214-932-6071,,Dallas,TX,"12160 WILLOWDELL DR, DALLAS, TX, 75243",Code Concern - CCS,2026-07-02T11:21:42.000,MARY CLARK,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,SUSAN DAVIS,,214-651-3603,,Dallas,TX,"12220 WILLOWDELL DR, DALLAS, TX, 75243",Code Concern - CCS,2026-07-02T11:19:25.000,SUSAN DAVIS,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,THOMAS YOUNG,,469-253-4993,,Dallas,TX,"9530 FORESTVIEW ST, DALLAS, TX, 75243",Code Concern - CCS,2026-07-02T10:10:23.000,THOMAS YOUNG,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,JAMES GARCIA,,214-935-5229,,Dallas,TX,"9029 CHURCH RD, DALLAS, TX, 75231",Code Concern - CCS,2026-07-02T08:55:46.000,JAMES GARCIA,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,DAVID WILSON,,469-654-9410,,Dallas,TX,"8329 GLEN REGAL DR, DALLAS, TX, 75243",Code Concern - CCS,2026-07-02T07:09:51.000,DAVID WILSON,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,JAMES GONZALEZ,,469-424-4593,,Dallas,TX,"8330 GLEN REGAL DR, DALLAS, TX, 75243",Code Concern - CCS,2026-07-02T03:44:13.000,JAMES GONZALEZ,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,CODY ADAMS,,214-528-7690,,Dallas,TX,"9957 BURNHAM DR, DALLAS, TX, 75243",Code Concern - CCS,2026-07-01T23:32:55.000,CODY ADAMS,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,CHRIS D KOEBERLE,,214-349-4102,,Dallas,TX,"9916 ACKLIN DR, DALLAS, TX, 75243",Code Concern - CCS,2026-07-01T23:30:33.000,CHRIS D KOEBERLE,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,ON Q PROPERTY MGMT (RENTAL),,480-696-6776,,Dallas,TX,"13102 HALWIN CIR, DALLAS, TX, 75243",Code Concern - CCS,2026-07-01T23:28:16.000,ON Q PROPERTY MGMT (RENTAL),Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,DERRICK ADAMS,,214-575-8933,,Dallas,TX,"9939 BURNHAM DR, DALLAS, TX, 75243",Code Concern - CCS,2026-07-01T19:28:01.000,DERRICK ADAMS,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,MICHAEL LEWIS,,972-401-6343,,Dallas,TX,"8109 SKILLMAN ST, DALLAS, TX, 75231",Single Family Rental Needs Registration - CCS,2026-07-01T16:49:43.000,MICHAEL LEWIS,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,GARY BARKEY,,972-437-9811,,Dallas,TX,"10255 BLACK HICKORY RD, DALLAS, TX, 75243",Code Concern - CCS,2026-07-01T15:49:26.000,GARY BARKEY,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,JOHN PIROZZOLO,,214-349-5818,,Dallas,TX,"9218 LEASIDE DR, DALLAS, TX, 75238",Code Concern - CCS,2026-07-01T15:48:23.000,JOHN PIROZZOLO,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,CHARLES BROWN,,469-862-3963,,Dallas,TX,"8580 ABRAMS RD, DALLAS, TX, 75243",Code Concern - CCS,2026-07-01T15:29:37.000,CHARLES BROWN,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,CHRISTOPHER LEE,,214-414-8907,,Dallas,TX,"9690 FOREST LN, DALLAS, TX, 75243",Code Concern - CCS,2026-07-01T14:45:58.000,CHRISTOPHER LEE,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,JESSICA MILLER,,214-701-7548,,Dallas,TX,"10798 COLEWOOD LN, DALLAS, TX, 75243",Code Concern - CCS,2026-07-01T14:45:08.000,JESSICA MILLER,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,STEVEN HARRIS,,972-394-8190,,Dallas,TX,"11700 AUDELIA RD, DALLAS, TX, 75243",Code Concern - CCS,2026-07-01T14:32:19.000,STEVEN HARRIS,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,BETTY SMITH,,469-454-1618,,Dallas,TX,"12321 BELLAFONTE DR, DALLAS, TX, 75243",Code Concern - CCS,2026-07-01T14:05:11.000,BETTY SMITH,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,DAVID ROBINSON,,214-752-1449,,Dallas,TX,"12327 BELLAFONTE DR, DALLAS, TX, 75243",Code Concern - CCS,2026-07-01T14:04:16.000,DAVID ROBINSON,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,DONALD WILLIAMS,,972-260-2803,,Dallas,TX,"12220 HIGH POINT CIR, DALLAS, TX, 75243",Code Concern - CCS,2026-07-01T13:34:47.000,DONALD WILLIAMS,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,MARK YOUNG,,972-883-6642,,Dallas,TX,"12116 HOBLITZELLE DR, DALLAS, TX, 75243",Single Family Rental Needs Registration - CCS,2026-07-01T13:13:40.000,MARK YOUNG,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,NANCY MOORE,,214-994-9842,,Dallas,TX,"9617 LANSHIRE DR, DALLAS, TX, 75238",Code Concern - CCS,2026-07-01T12:53:21.000,NANCY MOORE,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,CHARLES SANCHEZ,,972-983-6201,,Dallas,TX,"9900 ADLETA BLVD, DALLAS, TX, 75243",Code Concern - CCS,2026-07-01T12:12:15.000,CHARLES SANCHEZ,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,KAREN WILLIAMS,,214-443-9627,,Dallas,TX,"10938 CACTUS LN, DALLAS, TX, 75238",Code Concern - CCS,2026-07-01T10:39:53.000,KAREN WILLIAMS,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,ELIZABETH GARCIA,,214-740-6633,,Dallas,TX,"8807 LOCKHAVEN DR, DALLAS, TX, 75238",Code Concern - CCS,2026-07-01T10:18:15.000,ELIZABETH GARCIA,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,DANIEL HERNANDEZ,,214-913-8189,,Dallas,TX,"9015 WINDY CREST DR, DALLAS, TX, 75243",Code Concern - CCS,2026-07-01T09:35:38.000,DANIEL HERNANDEZ,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,MATTHEW RAMIREZ,,469-334-2474,,Dallas,TX,"12206 DANDRIDGE DR, DALLAS, TX, 75243",Code Concern - CCS,2026-07-01T08:07:28.000,MATTHEW RAMIREZ,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,NANCY BROWN,,972-591-8221,,Dallas,TX,"7324 SKILLMAN ST, DALLAS, TX, 75231",Code Concern - CCS,2026-07-01T03:23:39.000,NANCY BROWN,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,CHARLES LEWIS,,214-520-9403,,Dallas,TX,"8436 BIRCHCROFT DR, DALLAS, TX, 75243",Code Concern - CCS,2026-07-01T01:26:56.000,CHARLES LEWIS,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,NANCY MARTIN,,469-604-1560,,Dallas,TX,"11934 OAK HIGHLANDS DR, DALLAS, TX, 75243",Code Concern - CCS,2026-06-30T20:58:08.000,NANCY MARTIN,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,MARY MILLER,,469-316-1149,,Dallas,TX,"8680 ABRAMS RD, DALLAS, TX, 75243",Code Concern - CCS,2026-06-30T17:08:43.000,MARY MILLER,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,BETTY THOMPSON,,469-986-4311,,Dallas,TX,"8719 ARBOR PARK DR, DALLAS, TX, 75243",Code Concern - CCS,2026-06-30T17:07:34.000,BETTY THOMPSON,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,JAMES HARRIS,,214-554-2507,,Dallas,TX,"8411 ELLERY DR, DALLAS, TX, 75243",Code Concern - CCS,2026-06-30T16:51:09.000,JAMES HARRIS,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,MARK MILLER,,972-411-8948,,Dallas,TX,"9801 WALNUT ST, DALLAS, TX, 75243",Code Concern - CCS,2026-06-30T15:38:07.000,MARK MILLER,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,MATTHEW WILSON,,214-979-2306,,Dallas,TX,"11000 GLEN ECHO CT, DALLAS, TX, 75238",Code Concern - CCS,2026-06-30T15:37:45.000,MATTHEW WILSON,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,DONALD MARTIN,,469-546-3714,,Dallas,TX,"9648 BRYSON DR, DALLAS, TX, 75238",Code Concern - CCS,2026-06-30T15:34:55.000,DONALD MARTIN,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,CHARLES ALLEN,,214-474-7628,,Dallas,TX,"9236 CHURCH RD, DALLAS, TX, 75231",Code Concern - CCS,2026-06-30T14:52:53.000,CHARLES ALLEN,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,MARY RODRIGUEZ,,469-267-4250,,Dallas,TX,"8404 GLEN REGAL DR, DALLAS, TX, 75243",Code Concern - CCS,2026-06-30T14:39:36.000,MARY RODRIGUEZ,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,RICHARD RODRIGUEZ,,214-785-5518,,Dallas,TX,"8336 GLEN REGAL DR, DALLAS, TX, 75243",Code Concern - CCS,2026-06-30T14:36:56.000,RICHARD RODRIGUEZ,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,KAREN CLARK,,469-901-8160,,Dallas,TX,"9010 MARKVILLE DR, DALLAS, TX, 75243",Code Concern - CCS,2026-06-30T13:04:09.000,KAREN CLARK,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,BARBARA HERNANDEZ,,469-612-5571,,Dallas,TX,"12517 RIALTO DR, DALLAS, TX, 75243",Single Family Rental Needs Registration - CCS,2026-06-30T12:06:28.000,BARBARA HERNANDEZ,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,BARBARA GARCIA,,469-984-7360,,Dallas,TX,"8666 ROLLING ROCK LN, DALLAS, TX, 75238",Code Concern - CCS,2026-06-30T11:45:12.000,BARBARA GARCIA,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,MARGARET WRIGHT,,469-832-4145,,Dallas,TX,"12107 SCHROEDER RD, DALLAS, TX, 75243",Code Concern - CCS,2026-06-30T11:29:28.000,MARGARET WRIGHT,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,DAVID GARCIA,,469-776-8142,,Dallas,TX,"10646 CHESTERTON DR, DALLAS, TX, 75238",Code Concern - CCS,2026-06-30T11:24:09.000,DAVID GARCIA,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
Distressed Seller,,SANDRA WALKER,,972-583-1554,,Dallas,TX,"13232 FALL MANOR DR, DALLAS, TX, 75243",Code Concern - CCS,2026-06-30T10:56:26.000,SANDRA WALKER,Dallas 311 Code Concerns,Dallas_Distressed_Batch_01_2026-07-04.csv,New,,,,
